Average Volume,Average Sentiment,Average Yaw,Average Roll,Average Pitch,Average Neutral,Average Happiness,Average Sadness,Label
0.3898988890525076,0.8227931360817196,3.1024221900477698,-1.0582169335866358,-1.258843610269049,0.470852780572642,0.32622416192998177,0.1310533348492667,1.0
0.05993351789289135,0.42817563517425683,-5.588015428088301,4.509370026672019,4.52922880688243,0.8761277233784712,0.06748639687841589,0.018493273515990005,0.0
0.4527230112686942,0.6771787792117119,-2.885559754091525,-0.0092264810772462,1.1720757217726299,0.5988742552664685,0.39227012953005136,0.009245243777134602,1.0
0.11551775151326363,0.4501692502087654,-4.422047575885516,-5.842032493592989,5.189480075508417,0.5378715645646277,0.22758801791025296,0.1098680021866445,0.0
0.4360652010034277,0.7025870648889645,-0.17867549765786678,-2.001378005716013,0.46719265120090314,0.4920222217073213,0.42035033814672723,0.025560698555506516,1.0
0.05454456703350413,0.20178578384890986,-4.848229128861621,5.689362945754035,-3.6695678544690304,0.6614336681384436,0.1470643262384383,0.1192910139592011,0.0
0.28988662939509874,0.33105192316689763,4.596703421070377,5.850855018385676,-4.801299682646766,0.7234106954486839,0.22864264806380502,0.025629644853665888,0.0
0.4584071961588868,0.724711818200412,-1.3802601785308757,-2.3584522275867554,-1.9640672423930927,0.44830028683287404,0.5418785560439847,0.009924475835495052,1.0
0.4479775223179736,0.7591857330430565,0.15567679650759098,-0.12702291120850995,-0.26874814001909164,0.5737978271488184,0.30180750138872325,0.015583416542822373,1.0
0.17590529265877106,0.4074923444855627,6.679808139294594,4.613668268223533,-5.999709965007675,0.568667280550067,0.3900896650611845,0.013090697340040144,0.0
0.38719531891522496,0.7788713292016367,4.561480318257403,-1.7268060258926934,-0.26736385554850145,0.34991480611972947,0.4643462244581862,0.09520549709623573,1.0
0.1907220599904484,0.4820925248870188,4.1602904285052364,-6.084718391792296,-5.550552098999623,0.7305994180091722,0.2502785795645318,0.008697498235072003,0.0
0.06342598515053162,0.39931997002620867,6.768697982529215,-4.32729053008546,6.693002902183105,0.675533806227759,0.2868533939509041,0.019728532878905032,0.0
0.06118064240596148,0.4206796864530904,-4.2793999041068,5.536128702183498,-3.634094722567209,0.7192841420588652,0.10983697471937016,0.137361118095141,0.0
0.3877074755546213,0.8206752814858032,1.7896849630193155,2.357142654488003,-2.2759094420593957,0.48293755799153254,0.35263296447873727,0.09948343819584944,1.0
0.21463464412230246,0.40253144899365145,5.011958588444635,-4.126691535195249,-3.4376681341379847,0.6610445795922733,0.23884797549842907,0.08429444270115535,0.0
0.3058519750281278,0.820865521771151,-1.5055523291275572,2.4033926522039057,3.9153333893763858,0.4278302266685041,0.4902477229869764,0.012310774246743697,1.0
0.34298344766095545,0.7492746088355478,-0.9628852275855869,0.6329528340858864,0.45953327438000224,0.37212010729305506,0.6147083105471334,0.01164633675878648,1.0
0.3155020341469698,0.6630920301723818,-0.6697502197898936,-2.282512002363926,-2.319362112935318,0.366892818355152,0.47890811019692614,0.14938008973246694,1.0
0.45752379933455956,0.7277621321938248,0.9962270144942581,1.672001457939762,-0.23407076142656466,0.3640521140039053,0.4964594205499341,0.027252129431889018,1.0
0.4316560204573444,0.6064197456719627,3.4224536412781763,-1.5118131342507846,-0.729538649244693,0.3459086483263983,0.35337034928244704,0.13697531778856634,1.0
0.15624998196880857,0.28473272000111205,5.801884635971951,-6.544153684276511,-6.346523595414836,0.5966970505135798,0.2552152927749577,0.06670685075679984,0.0
0.0810920637766524,0.3149236069578178,3.9357533540149783,-5.6899517192884765,5.105144217497191,0.634107785567564,0.3612348808360408,0.00234343045413933,0.0
0.2441934820709511,0.32709790295310137,4.775490358256754,5.15206325114126,-3.5467248175410075,0.7878064113289227,0.08116427011260616,0.07655379017312547,0.0
0.08233079701188491,0.39626730348552,-5.904693717410327,-3.548059272858823,-4.824843186675381,0.880672993179658,0.05849798294872417,0.015981799667653514,0.0
0.4063627694117911,0.9131181996632859,1.01674148631173,-0.7553980631830584,1.4423885654758062,0.5420752726193392,0.34967900815320435,0.10183277346443143,1.0
0.36554584543977264,0.9256083985261145,-1.978754025674961,-0.16480336079472616,-2.0946111497866386,0.3400271754675275,0.5727776649456073,0.03625390370439961,1.0
0.3897623233284834,0.6391158160279882,-4.06484911743992,2.3495932180199373,-2.324930367774773,0.5806542679160448,0.39613682950374907,0.01893829791683085,1.0
0.20599973203700553,0.38505670895324606,3.117065240488468,-4.772726825249578,-5.665420611462677,0.5256840407338828,0.38703125909982644,0.018474333896647377,0.0
0.40796360814726096,0.9037188826388722,0.929508742004645,3.2221149665070503,0.8747873531034118,0.45936280275007035,0.5317869206832486,0.008927109678274254,1.0
0.2308301054309053,0.23910319655159595,-4.765045071706998,4.172742409477495,-4.882658377177319,0.7461908166794337,0.13821404993250785,0.057975637266887634,0.0
0.2976754016030919,0.29133328504136435,4.475462839860717,-6.775569371851326,3.52581706214218,0.8679869733840683,0.08481369561191768,0.0297013126951127,0.0
0.4711425475358713,0.9343834295253833,1.0909207739982076,-1.074618711636045,-1.6931941089278926,0.45839016107881103,0.45742251739770207,0.05440735135571011,1.0
0.35336854087301295,0.7679634520634175,1.4081036532326496,-0.1724716618704967,2.4755095447242867,0.33603074126477567,0.6212316690849923,0.022047253534146924,1.0
0.31410549220203815,0.8668394032850972,-2.5366756966165047,1.1519358454546222,1.5518253372919446,0.43142722336867484,0.5121914205775072,0.017254154278196134,1.0
0.0740775505964313,0.4248533539870045,-3.519842550891528,4.726743918565738,-4.413341661097774,0.8254893256730151,0.07258947693148701,0.06886149527004395,0.0
0.4499023752483904,0.8689765500667725,-2.5243084133881597,-0.5365880260319541,-0.332471544129281,0.5758282221269826,0.34447624426442186,0.023713316188619694,1.0
0.4023930968545818,0.559309069290131,0.2779991174914857,2.502141406526354,-1.8523693651277156,0.4278771741649354,0.40408292048124417,0.12487603100947782,1.0
0.4135175036772424,0.9416984981177929,1.3076781555188266,-2.528837371000908,1.3707057043796211,0.3250835532016822,0.5518044204482663,0.031237309319657423,1.0
0.26398753236082934,0.1259844123745255,5.222438771035071,4.446009943137108,3.0518149837243556,0.7806530077789335,0.19110371584599112,0.013245826257492791,0.0
0.30494362276253073,0.7773603979943967,-0.8406324815530877,-0.5459367104958669,-1.5296654205353162,0.3417859728987785,0.3371862883774326,0.07009710157768978,1.0
0.2353706263481684,0.4490624525897061,6.771584009203323,4.354042325930722,6.117253689619839,0.7358973710361933,0.17603873043224166,0.068869768203144,0.0
0.3218398674822446,0.565534559615758,2.6308921210547607,0.691917344534921,-1.65650072008681,0.3101365969160726,0.5003337143933706,0.155309603201738,1.0
0.35134728703828133,0.6566813109745719,-5.042633692666971,-0.6958593215415685,-0.2862443318322975,0.4724432980063725,0.34723327128134057,0.06329512026753195,1.0
0.13740391582879946,0.19942607786755218,-5.6424776926420295,-4.916061120004565,-5.508387302258723,0.8682727426819764,0.06794364776021071,0.046301583472338356,0.0
0.31394112065176044,0.7576561861637461,0.03405557601231378,0.7374478496623058,-0.0725807160810632,0.49189432847382614,0.3047780483959804,0.12750906259372802,1.0
0.3995880361233735,0.6000627190178998,-2.795974931890304,0.5633027378324649,3.0460211593259405,0.5503336673689145,0.3773448837785621,0.014525460823219831,1.0
0.44720354201446233,0.6813749067879469,0.7603533325660777,0.6125353228009357,1.4375798581726325,0.41429245321846875,0.45642652747687457,0.03766188060192902,1.0
0.31190017115307034,0.8827691171288553,-2.4734858993007776,-4.240579854277977,2.983584556857832,0.42516344192656974,0.4236591920411412,0.09076489611085435,1.0
0.3767242425495973,0.5836089633726917,-1.2525255016525636,0.22609351227457072,-0.628423539078002,0.3914435603808501,0.32318634181056227,0.13608361349563378,1.0
